movie_id,title,tagline
33909,Wall Street: Money Never Sleeps,"global economi teeter brink disast , young wall street trader partner disgrac former wall street corpor raider gordon gekko two tier mission : alert financi commun come doom , find respons death young trader 's mentor.drama crimemichael dougla shia labeouf josh brolino l v e r n e"
2270,Stardust,"countrysid town border magic land , young man make promis belov 'll retriev fallen star ventur magic realm . journey take world beyond wildest dream reveal true identity.adventur fantasi romanc familyclair dane charli cox michel pfeifferm h e w v u g h n"
44564,The Dilemma,"longtim friend ronni nick partner auto-design firm . hard work present dream project would realli launch compani . ronni spot nick 's wife anoth man , process investig possibl affair , learn nick secret . present near , ronni agon might happen truth get out.comedi dramakevin jame vinc vaughn winona ryderr n h w r"
52520,Underworld: Awakening,"held coma-lik state fifteen year , vampir selen learn fourteen-year-old vampire/lycan hybrid daughter name nissa , find , must stop biocom creat super lycan kill all.fantasi action horrork beckinsal stephen rea michael ealym å n å r l n"
80585,Rock of Ages,"small town girl citi boy meet sunset strip , pursu hollywood dreams.comedi drama music romancejuliann hough diego boneta tom cruisea h n k n"
12610,Osmosis Jones,"policeman white blood cell , help cold pill , must stop deadli viru destroy human live , frank.adventur anim action comedi familychri rock laurenc fishburn david hyde pierceb b b f r r e l l"
59981,Legends of Oz: Dorothy's Return,"dorothi wake post-tornado kansa , whisk back oz tri save old friend scarecrow , lion , tin man glinda deviou new villain , jester . wiser owl , marshal mallow , china princess tugg tugboat join dorothi latest magic journey color landscap oz restor order happi emerald city.anim music familylea michel dan aykroyd patrick stewartd n . p e r r e"
201088,Blackhat,man releas prison help american chines author pursu mysteri cyber crimin . danger search lead chicago hong kong.crim drama mysterychri hemsworth leehom wang tang weim c h e l n n
5137,Sky Captain and the World of Tomorrow,"gigant robot attack new york citi , `` ski captain '' use privat air forc fight . ex-girlfriend , report polli perkin , investig recent disappear promin scientist . suspect link global robot attack miss men , ski captain polli decid work togeth . fli himalaya pursuit mysteri dr. totenkopf , mastermind behind robots.mysteri action thriller scienc fiction adventurejud law gwyneth paltrow giovanni ribisik e r r c n r n"
107846,Escape Plan,"ray breslin world 's foremost author structur secur . analyz everi high secur prison learn vast array surviv skill design escape-proof prison , skill put test . 's frame incarcer master prison design . need escap find person put behind bars.act thrillersylvest stallon arnold schwarzenegg jim caviezelm k e l h å f r ö"
4614,The Sum of All Fears,"presid russia suddenli die , man whose polit virtual unknown succe . chang polit leader spark paranoia among american cia offici , cia director bill cabot recruit young analyst suppli insight advic situat . unthink happen : nuclear bomb explod u.s. citi , america quick blame russians.thril action dramaben affleck morgan freeman jame cromwellp h l l e n r b n n"
24021,The Twilight Saga: Eclipse,"bella find surround danger seattl ravag string mysteri kill malici vampir continu quest reveng . midst , forc choos love edward friendship jacob , know decis potenti ignit ageless struggl vampir werewolf . graduat quickli approach , bella confront import decis life.adventur fantasi drama romancekristen stewart robert pattinson taylor lautnerd v l e"
20352,Despicable Me,"villain gru live reput despic , deplor downright unlik guy hatch plan steal moon sky . tough time stay task three orphan land care.anim familystev carel jason segel russel brandp e r r e c f f n"
26428,Agora,"histor drama set roman egypt , concern philosoph hypatia alexandria relationship slave davu , torn love possibl gain freedom join rise tide christianity.adventur drama historyrachel weisz max minghella oscar isaaca l e j n r e n á b r"
48988,Hall Pass,"best bud rick fred begin show sign restless home , wive take bold approach revit marriag : grant guy `` hall pass '' , one week freedom whatev want . first , seem like dream come true , quickli discov expect singl life - - complet hilari sync reality.comedyowen wilson jason sudeiki jenna fischerb b b f r r e l l"
300673,The Finest Hours,coast guard make dare rescu attempt coast cape cod pair oil tanker destroy blizzard 1952.action drama histori thrillerchri pine casey affleck ben fosterc r g g l l e p e
12113,Body of Lies,"cia ’ hunt mastermind wave terrorist attack . roger ferri agenc ’ man ground , move place place , scrambl stay ahead ever-shift event . eye sky – satellit link – watch ferri . end real-tim link cia ’ ed hoffman , strateg event thousand mile away . ferri near target , discov trust danger necessari survival.act drama thrillerleonardo dicaprio russel crow mark strongr l e c"
38778,Dinner for Schmucks,"rise execut tim wagner work boss host monthli dinner guest bring biggest buffoon get career-boost . tim plan attend meet barri , man build diorama use stuf mice . barri 's blunder good intent send tim 's life downward spiral , threaten major busi deal possibl scuttl tim 's engag fiancee.comedystev carel paul rudd stephani szostakj r c h"
1844,Entrapment,"two thiev , travel eleg circl , tri outsmart , process , end fall love.rom drama mysterysean conneri catherin zeta-jon pattonj n e l"
425,Ice Age,"impend ice age almost upon , mismatch trio prehistor critter – manni woolli mammoth , diego saber-tooth tiger sid giant sloth – find orphan infant decid return human parent . along way , unlik alli becom friend , enemi attack , quest take far nobler aims.anim comedi famili adventureray romano john leguizamo deni learyc h r w e g e"
6171,Dreamcatcher,"four boyhood pal perform heroic act chang power gain return . year later , hunt trip main wood , 're overtaken viciou blizzard harbor omin presenc . challeng stop alien forc , friend must first prevent slaughter innoc civilian militari vigilant ... overcom threat bond unit four them.drama horror scienc fiction thrillermorgan freeman thoma jane jason leel w r e n c e k n"
603,The Matrix,"set 22nd centuri , matrix tell stori comput hacker join group underground insurg fight vast power comput rule earth.act scienc fictionkeanu reev laurenc fishburn carrie-ann mossl l l w c h w k"
82695,Les Misérables,"adapt success stage music base victor hugo 's classic novel set 19th-centuri franc , parol prison name jean valjean seek redemption.drama music romancehugh jackman russel crow ann hathawayt h p e r"
9489,You've Got Mail,"book superstor magnat , joe fox independ book shop owner , kathleen kelli fall love anonym internet – bliss unawar 's put business.comedi romancetom hank meg ryan kati sagonan r e p h r n"
41733,Due Date,"peter highman must scrambl across us five day present birth first child . get bad start wallet luggag stolen , put 'no-fli ' list . peter embark terrifi journey accept ride actor.comedi dramarobert downey jr. zach galifianaki michel monagh p h l l p"
227306,Unbroken,"chronicl life loui zamperini , olymp runner taken prison japanes forc world war ii.drama warjack o'connel domhnal gleeson garrett hedlunda n g e l n j l e"
5551,Space Cowboys,"frank corvin , ‘ hawk ’ hawkin , jerri o'neil ‘ tank ’ sullivan hotdog member project daedalu , air forc 's test program space travel , hope dash 1958 format nasa use train chimp . blackmail way orbit russia 's mysteri ‘ ikon ’ commun satellit 's orbit begin degrad threaten crash earth.act adventur thrillerclint eastwood tommi lee jone donald sutherlandc l n e w"
4244,The Kid,"power businessman russ duritz self-absorb immers work . magic moon , meet rusti , chubbi , charm 8-year-old version ca n't believ could turn badli -- life dog . rusti 's help , russ abl reconcil person use dream man 's actual become.fantasi comedi familybruc willi spencer breslin emili mortimerj n u r e l u b"
76493,The Dictator,heroic stori dictat risk life ensur democraci would never come countri lovingli oppressed.comedysacha baron cohen say badreya aasif mandvil r r c h r l e
345,Eyes Wide Shut,"dr. bill hartford 's wife , alic , admit sexual fantasi man met , bill becom obsess sexual encount . discov underground sexual group attend one meet -- quickli discov head.mysteri dramatom cruis nicol kidman madison eginton n l e k u b r c k"
256591,Focus,"nicki , veteran con artist , take novic name jess wing . nicki teach jess trick trade , pair becom romant involv ; , jess get uncomfort close , nicki end relationship . three year later , nicki bueno air work danger scheme jess -- accomplish femm fatal -- unexpectedli show . appear throw nicki loop time afford game.rom comedi crime dramawil smith margot robbi rodrigo santorog l e n n f c r r"
59962,This Means War,two top cia oper wage epic battl one anoth discov date woman.act comedi romancerees witherspoon chri pine tom hardym c g
36648,Blade: Trinity,"year , blade fought vampir cover night . , fall crosshair fbi , forc daylight , driven join forc clan human vampir hunter never knew exist - nightstalk . togeth abigail hannib , two deftli train nightstalk , blade follow trail blood ancient creatur also hunt , origin vampir , dracula.sci fiction action horror thriller adventur fantasywesley snipe kri kristofferson domin purcelld v . g e r"
71679,Resident Evil: Retribution,"umbrella corpor ’ deadli t-viru continu ravag earth , transform global popul legion flesh eat undead . human race ’ last hope , alic , awaken heart umbrella ’ clandestin oper facil unveil mysteri past delv complex . without safe , alic continu hunt respons outbreak ; chase take tokyo new york , washington , d.c. moscow , culmin mind-blow revel forc rethink everyth thought true . aid new found alli familiar friend , alic must fight surviv long enough escap hostil world brink oblivion . countdown begun.act horror scienc fictionmilla jovovich sienna guillori michel rodriguezp u l w . . n e r n"
10483,Death Race,"termin island , new york : 2020 . overcrowd us penal system reach break point . prison turn monolith weyland corpor , see jail full thug opportun televis sport . adren inmat , global audienc hungri violenc spectacular , enclos arena come togeth form 'death race ' , biggest , brutal event.act thriller scienc fictionjason statham joan allen ian mcshanep u l w . . n e r n"
550,Fight Club,"ticking-time-bomb insomniac slipperi soap salesman channel primal male aggress shock new form therapi . concept catch , underground `` fight club '' form everi town , eccentr get way ignit out-of-control spiral toward oblivion.dramaedward norton brad pitt meat loafd v f n c h e r"
100241,"I, Frankenstein","200 year shock creation , dr. frankenstein 's creatur , adam , still walk earth . find middl war fate human , adam discov hold key could destroy humankind.horror thrilleraaron eckhart yvonn strahovski bill nighi u r b e e"
9947,Elektra,"elektra warrior surviv near-death experi , becom assassin-for-hir , tri protect two latest target , singl father young daughter , group supernatur assassins.act fantasyjennif garner goran visnjic yun leer b b w n"
189,Sin City: A Dame to Kill For,sin citi 's hard-boil citizen cross path revil inhabitants.crim thrillermickey rourk jessica alba josh brolinr b e r r r g u e z
253412,Everest,"inspir incred event surround treacher attempt reach summit world 's highest mountain , `` everest '' document awe-inspir journey two differ expedit challeng beyond limit one fiercest snowstorm ever encount mankind . mettl test harshest element found planet , climber face nearli imposs obstacl lifelong obsess becom breathtak struggl survival.adventur dramajason clark jake gyllenha josh brolinb l r k r á k u r"
1427,Perfume: The Story of a Murderer,"jean-baptist grenouil , born stench 18th centuri pari , develop superior olfactori sens , use creat world 's finest perfum . howev , work take dark turn tri preserv scent search ultim perfume.crim fantasi dramaben whishaw simon chandler david caldert k w e r"
818,Austin Powers in Goldmember,"world 's shagadel spi continu fight dr . evil . time , diabol doctor clone , mini-m , team new foe -- '70 kingpin goldmemb . pursu team villain stop world domin , austin get help dad old girlfriend.comedi crime scienc fictionmik myer beyoncé knowl seth greenj r c h"
16577,Astro Boy,"set futurist metro citi , astro boy young robot incred power creat brilliant scientist imag son lost . unabl fulfil griev man 's expect , hero embark journey search accept , experienc betray netherworld robot gladiat , return save metro citi reconcil father reject him.anim action famili scienc fictionnicola cage kristen bell bill nighyd v b w e r"
329,Jurassic Park,"wealthi entrepreneur secretli creat theme park featur live dinosaur drawn prehistor dna . open day , invit team expert two eager grandchildren experi park help calm anxiou investor . howev , park anyth amus secur system go off-lin dinosaur escape.adventur scienc fictionsam neill laura dern jeff goldblum e v e n p e l b e r g"
9072,Little Man,"leav prison , dwarf crimin calvin sim join moron brother perci steal expens huge diamond jewelri mobster walken . chase polic , calvin hide stone purs execut vanessa edward , whose husband darryl edward want babi . perci convinc calvin dress like babi left front edward 's hous get insid hous retriev diamond . darryl vanessa keep calvin weekend decid adopt , walken threaten darryl get stone back.comedi crimemarlon wayan shawn wayan kerri washingtonk e e n e n v r w n"
3536,U-571,"midst world war ii , battl sea rage nazi upper hand alli unabl crack war code . howev , wreck u-boat send so signal , alli realis chanc seiz 'enigma code machine'.act drama thriller warmatthew mcconaughey bill paxton harvey keitelj n h n w"
12177,The Love Guru,"born america rais indian ashram , pitka return nativ land seek fortun spiritualist self-help expert . skill put test must get brokenheart hockey player 's marriag back track time man help team win stanley cup.comedi romancemik myer jessica alba justin timberlakem r c c h n b e l"
273248,The Hateful Eight,bounti hunter seek shelter rage blizzard get caught plot betray deception.crim drama mysteri westernsamuel l. jackson kurt russel jennif jason leighq u e n n r n n
50359,Hop,"e.b. , easter bunni 's teenag son , head hollywood , determin becom drummer rock 'n ' roll band . la , 's taken fred out-of-work slacker hit e.b . car.anim comedi familyrussel brand jame marsden kaley cuocot h l l"
1271,300,"base frank miller 's graphic novel , `` 300 '' loos base 480 b.c . battl thermopyla , king sparta led armi advanc persian ; battl said inspir greec band togeth persian , help usher world 's first democracy.act adventur wargerard butler lena headey domin westz c k n e r"
693,Meet the Fockers,"hard-to-crack ex-cia man , jack byrn wife , dina head warmer clime florida meet son-in-law-to-b , greg focker 's parent . unlik happili match offspr , futur in-law find situat opposit definit attract.comedi romanceben stiller teri polo robert de niroj r c h"
14306,Marley & Me,"newli marri coupl , process start famili , learn mani life 's import lesson trouble-lov retriev , marley . pack plenti laugh lighten load , film explor high low marriag , matur confront one 's mortal , seen len famili life dog.comedi familyowen wilson jennif aniston eric dane v f r n k e l"
497,The Green Mile,"supernatur tale set death row southern prison , gentl giant john coffey possess mysteri power heal peopl 's ailment . cellblock 's head guard , paul edgecomb , recogn coffey 's miracul gift , tri desper help stave condemn man 's execution.fantasi drama crimetom hank michael clark duncan david morsef r n k r b n"
11199,Wild Hogs,"restless readi adventur , four suburban biker leav safeti subdivis head open road . complic ensu cross path intimid band new mexico biker known del fuegos.act adventur comedytim allen john travolta martin lawrencew l b e c k e r"
9982,Chicken Little,"sky realli fall saniti flown coop , rise save day ? togeth hyster band misfit friend , chicken littl must hatch plan save planet alien invas prove world 's biggest hero littl chicken.anim famili comedyzach braff joan cusack dan molinam r k n l"
210577,Gone Girl,"wife 's disappear becom focu intens media circu , man see spotlight turn 's suspect may innocent.mysteri thriller dramaben affleck rosamund pike carri coond v f n c h e r"
2501,The Bourne Identity,"wound brink death suffer amnesia , jason bourn rescu sea fisherman . noth go swiss bank account number , start reconstruct life , find mani peopl encount want dead . howev , bourn realiz combat mental skill world-class spi – work ? action drama mysteri thrillermatt damon franka potent chri cooperd u g l n"
710,GoldenEye,jame bond must unmask mysteri head janu syndic prevent leader util goldeney weapon system inflict devast reveng britain.adventur action thrillerpierc brosnan sean bean izabella scorupcom r n c p b e l l
136400,2 Guns,dea agent undercov naval intellig offic task investig one anoth find set mob -- organ two men believ steal money from.act comedi crimedenzel washington mark wahlberg paula pattonb l r k r á k u r
10992,Cats & Dogs,"professor develop vaccin elimin human allergi dog , unwittingli upset fragil balanc power cat dog touch epic battl pet supremaci . fur fli felin faction , led mr. tinkl , squar wide-ey puppi lou canin cohorts.comedi familyjeff goldblum elizabeth perkin alexand pollockl w r e n c e g u e r n"
9654,The Italian Job,"charli croker pull crime lifetim . one thing n't plan double-cross . along drop-dead gorgeou safecrack , croker team take re-steal loot end pulse-pound , pedal-to-the-met chase careen , , street lo angeles.act crimemark wahlberg charliz theron edward nortonf . g r g r"
19899,Couples Retreat,"four coupl , friend , descend tropic island resort . though one husband wife work marriag , other want enjoy fun sun . soon find , howev , paradis come price : particip coupl therapi session mandatori . start cut-rat vacat turn examin common problem mani face.comedi romancevinc vaughn malin åkerman jason batemanp e e r b l l n g l e"
294254,Maze Runner: The Scorch Trials,"thoma fellow glader face greatest challeng yet : search clue mysteri power organ known wckd . journey take scorch , desol landscap fill unimagin obstacl . team resist fighter , glader take wckd ’ vastli superior forc uncov shock plan all.actiondylan o'brien kaya scodelario thoma brodie-sangsterw e b l l"
38167,Eat Pray Love,"liz gilbert everyth modern woman suppos dream – husband , hous success career – yet like mani other , found lost , confus search realli want life . newli divorc crossroad , gilbert step comfort zone , risk everyth chang life , embark journey around world becom quest self-discoveri . travel , discov true pleasur nourish eat itali , power prayer india , final unexpectedli , inner peac balanc true love bali.dramajulia robert jame franco javier bardemr n u r p h"
9334,The Scorpion King,"ancient egypt , peasant mathayu hire exact reveng power memnon sorceress cassandra , readi overtak balthazar 's villag . amid betray , thiev , abduct , mathayu strive bring justic complic world.act fantasi adventuredwayn johnson kelli hu michael clark duncanc h u c k r u e l l"
75780,Jack Reacher,"innoc heartland citi , five shot dead expert sniper . polic quickli identifi arrest culprit , build slam-dunk case . accus man claim 's innoc say `` get jack reacher . '' reacher see news report turn citi . defens immens reliev , reacher come buri guy . shock accus 's request , reacher set confirm absolut certainti man 's guilt , come bargain for.crim drama thrillertom cruis rosamund pike richard jenkinsc h r p h e r c q u r r e"
13576,This Is It,"compil interview , rehears backstag footag michael jackson prepar seri sold-out show london.mus documentarymichael jackson orianthi kenni ortegak e n n r e g"
39538,Contagion,"epidem lethal airborn viru - kill within day - rapidli grow , worldwid medic commun race find cure control panic spread faster viru itself.drama thriller scienc fictionmatt damon gwyneth paltrow kate winslet e v e n e r b e r g h"
14836,Coraline,"coralin move old hous , feel bore neglect parent . find hidden door brick passag . night , cross passag find parallel world everybodi button instead eye , care parent dream come true . mother invit coralin stay world forev , girl refus find altern realiti trap trick lure her.anim familydakota fan teri hatcher jennif saundersh e n r e l c k"
8645,The Happening,"deadli airborn viru threaten wipe northeastern unit state , teacher elliott moor ( mark wahlberg ) wife ( zooey deschanel ) flee contamin citi countrysid fight discov truth . terror , accident releas toxic militari bio weapon -- someth even sinist ? john leguizamo betti buckley co-star thriller writer-director m. night shyamalan.thril scienc fictionmark wahlberg zooey deschanel john leguizamom . n g h h l n"
10067,The Shaggy Dog,tale workahol dad-turned-dog find man 's best friend show import job - great dad.comedi familytim allen kristin davi danni gloverb r n r b b n
1487,Hellboy,"final day world war ii , nazi attempt use black magic aid die caus . alli raid camp ceremoni take place , demon - hellboy - alreadi conjur . join alli forc , hellboy eventu grow adulthood , serv caus good rather evil.fantasi action scienc fictionron perlman selma blair rupert evansg u l l e r e l r"
77174,ParaNorman,"town blith hollow , norman babcock boy speak dead , one besid eccentr new friend , neil , believ abil real . one day , norman 's estrang eccentr uncl tell import annual ritual must take protect town curs cast witch condemn centuri ago . eventu , norman decid cooper , thing n't go accord plan . , magic storm witch threaten blith hollow accurs dead rise . togeth unexpect new companion , norman struggl save town , discov horrif truth curs . insight , norman must resolv crisi good can.famili anim adventur comedykodi smit-mcphe tucker albrizzi jodel ferland f e l l"
10199,The Tale of Despereaux,"upon time ... far away kingdom dor ... live brave virtuou mous comic overs ear dreamt becom knight . banish home lofti ambit , despereaux set amaz adventur good-heart rat friend roscuro , lead , long last , nobl quest rescu endang princess save entir kingdom darkness.adventur anim familymatthew broderick dustin hoffman emma watsonr b e r e v e n h g e n"
267860,London Has Fallen,"london prime minist 's funer , mike ban discov plot assassin attend world leaders.act crime thrillergerard butler aaron eckhart morgan freemanb b k n j f"
7485,Shooter,"marksman live exil coax back action learn plot kill presid . ultim double-cross frame attempt , goe run track real killer find exactli set , why.act drama mysteri thriller crimemark wahlberg michael peña danni glovera n n e f u q u"
137106,The Lego Movie,"ordinari lego mini-figur , mistakenli thought extraordinari masterbuild , recruit join quest stop evil lego tyrant glu univers together.adventur anim comedi famili fantasychri pratt ferrel elizabeth banksp h l l r"
82682,Gangster Squad,"lo angel , 1949 . ruthless , brooklyn-born mob king mickey cohen run show town , reap ill-gotten gain drug , gun , prostitut — way — everi wire bet place west chicago . protect paid goon , also polic politician control . ’ enough intimid even bravest , street-harden cop… except , perhap , small , secret crew lapd outsid led sgt . john ’ mara jerri wooter come togeth tri tear cohen ’ world apart.crim drama action thrillerjosh brolin ryan gosl nick nolter u b e n f l e c h e r"
22954,Invictus,"newli elect presid nelson mandela know nation remain racial econom divid wake apartheid . believ bring peopl togeth univers languag sport , mandela ralli south africa 's rugbi team make histor run 1995 rugbi world cup championship match.drama historymorgan freeman matt damon toni kgorogec l n e w"
16995,State of Play,"handsom , unflapp u. . congressman stephen collin futur polit parti : honor appointe serv chairman committe overse defens spend . eye upon rise star parti 's contend upcom presidenti race . research assistant/mistress brutal murder buri secret come tumbl out.actionrussel crow ben affleck rachel mcadamsk e v n c n l"
16558,Duplicity,two romantically-engag corpor spi team manipul corpor race corner market medic innov reap huge profit enabl lead extravag lifestyl together.rom comedi crimecl owen julia robert paul giamattit n g l r
16866,Planet 51,"earth astronaut capt . chuck baker arriv planet 51 -- world reminisc american suburbia circa 1950 -- tri avoid captur , recov spaceship make home safe , help empathet littl green being.scienc fiction anim famili comedi adventuredwayn johnson seann william scott jessica bielj r g e b l n c"
87825,Trouble with the Curve,"slow age fail eyesight , crack basebal scout gu lobel take grown daughter along check final prospect career . along way , two renew bond , catch eye young player-turned-scout.drama romanceclint eastwood ami adam justin timberlak b e r l r e n z"
13389,Righteous Kill,"two veteran new york citi detect work identifi possibl connect recent murder case believ solv year ago ; serial killer loos , perhap put wrong person behind bar ? action crime drama thrillerrobert de niro carla gugino 50 centj n v n e"
17332,The Soloist,"lo angel journalist befriend homeless juilliard-train musician , look new articl paper.dramarobert downey jr. jami foxx catherin keenerj e w r g h"
11679,xXx: State of the Union,"ice cube star dariu stone , thrill-seek troublemak whose crimin record extrem sport obsess make perfect candid newest xxx agent . must save u.s. govern deadli conspiraci led five-star gener secretari defens georg deckert ( play willem dafo ) .action adventur crime drama mysteri thrilleric cube samuel l. jackson willem dafoel e e h r"
38321,Priest,"altern world , human vampir war centuri . last vampir war , veteran warrior priest live obscur human insid one church 's wall citi . priest 's niec kidnap vampir , priest break vow hunt . accompani niec 's boyfriend , wasteland sheriff , former warrior priestess.act scienc fiction fantasi thriller horrorpaul bettani karl urban cam gigandet c e w r"
137321,Winter's Tale,"burglar fall heiress die arm . learn gift reincarn , set save her.drama fantasi mysteri romancecolin farrel jessica brown findlay russel crowea k v g l n"
123553,The Mortal Instruments: City of Bones,"new york citi , clari fray , seemingli ordinari teenag , learn descend line shadowhunt — half-angel warrior protect human evil forc . mother disappear , clari join forc group shadowhunt enter downworld , altern realm fill demon , vampir , host creatur . clari companion must find protect ancient cup hold key mother 's future.act adventur drama mysteri romanc fantasylili collin jami campbel bower kevin zegersh r l z w r"
11260,Meet Dave,"crew miniatur alien oper spaceship human form . tri save planet , alien encount new problem , ship becom smitten earth woman.comedi scienc fiction adventur familyeddi murphi elizabeth bank gabriel unionb r n r b b n"
2309,Inkheart,"adventur father young daughter , search long lost book help reunit miss , close relative.adventur famili fantasybrendan fraser sienna guillori andi serkisi n f l e"
8285,The Spirit,"mean street man must come . hero born , murder , born . rooki cop name denni colt return beyond spirit , hero whose mission fight bad forc shadow central citi , octopu kill anyon unfortun enough see face plan . 's go wipe entir city.act comedi thriller crime scienc fictiongabriel macht scarlett johansson samuel l. jacksonf r n k l l e r"
210860,Mortdecai,"art dealer , charl mortdecai , search stolen paint rumor contain secret code gain access hidden nazi gold.comedi adventurejohnni depp gwyneth paltrow ewan mcgregord v k e p p"
2312,In the Name of the King: A Dungeon Siege Tale,"man name farmer set rescu kidnap wife aveng death son -- two act commit krug , race animal-warrior control evil gallian.adventur fantasi action dramajason statham john rhys-davi ray liottau w e b l l"
293660,Deadpool,"deadpool tell origin stori former special forc oper turn mercenari wade wilson , subject rogu experi leav acceler heal power , adopt alter ego deadpool . arm new abil dark , twist sens humor , deadpool hunt man nearli destroy life.act adventur comedyryan reynold morena baccarin ed skreint l l e r"
190859,American Sniper,"u.s. navi seal chri kyle take sole mission—protect comrades—to heart becom one lethal sniper american histori . pinpoint accuraci save countless live also make prime target insurg . despit grave danger struggl good husband father famili back state , kyle serv four tour duti iraq . howev , final return home , find leav war behind.war actionbradley cooper sienna miller kyle gallnerc l n e w"
257445,Goosebumps,"teenag team daughter young adult horror author r.l . stine writer 's imaginari demon set free town madison , delaware.adventur horror comedyjack black dylan minnett odeya rushr b l e e r n"
889,The Flintstones in Viva Rock Vegas,"flintston . flintston rubbl head rock vega fred hope court love wilma . noth stand way love , except conniv chip rockefel playboy born baysvil made cutthroat town rock vega . fred win wilma 's love ? scienc fiction comedi famili romancemark addi stephen baldwin kristen johnstonb r n l e v n"
4942,Leatherheads,"light heart comedi begin profession american footbal . decor war hero colleg star tempt play profession footbal . everyon see chanc make big money , report dig dirt war hero ... everyon could lose out.comedi romanc dramageorg clooney rené zellweg john krasinskig e r g e c l n e"
116741,The Internship,two recent laid-off men 40 tri make intern success internet compani manag 20s.comedyowen wilson vinc vaughn rose byrn h w n l e v
35791,Resident Evil: Afterlife,"world ravag viru infect , turn victim undead , alic continu journey find survivor lead safeti . deadli battl umbrella corpor reach new height , alic get unexpect help old friend . new lead promis safe undead take lo angel , arriv citi overrun thousand undead - alic comrad step deadli trap.act adventur horror scienc fictionmilla jovovich wentworth miller ali larterp u l w . . n e r n"
72431,Red Tails,"stori tuskege airmen , first african-american pilot fli combat squadron world war ii.drama action adventur histori warbryan cranston david oyelowo cuba good jr.a n h n h e n g w"
87428,That's My Boy,"teen , donni father son , todd , rais singl parent todd 's 18th birthday . , see year , todd 's world come crash donni resurfac todd 's wedding.comedyadam sandler susan sarandon eva amurri martino e n n e r"
10589,After the Sunset,"two master thiev ( brosnan hayek ) final retir one last succes mission . resid tropic paradis , old nemesi , fbi agent stan p. lloyd show make sure realli retir . dock port ocean liner call `` diamond cruis '' stan convinc 're realli retir , next set up.act comedi crime dramapierc brosnan salma hayek woodi harrelsonb r e r n e r"
71676,Ghost Rider: Spirit of Vengeance,"devil resurfac aim take world human form , johnni blaze reluctantli come hide transform flame-spew supernatur hero ghost rider -- rescu 10-year-old boy unsavori end.act fantasi thrillernicola cage ciarán hind violant placidob r n l r"
10022,The Pacifier,disgrac navi seal shane wolf hand new assign : protect five plummer kid enemi recent deceas father -- govern scientist whose top-secret experi remain hidden kid ' house.act comedi drama famili thrillervin diesel lauren graham faith forda h n k n
6477,Alvin and the Chipmunks,"struggl songwrit name dave sevil find success come across trio sing chipmunk : mischiev leader alvin , braini simon , chubbi , impression theodore.comedi music famili fantasi animationjason lee david cross cameron richardsont h l l"
109424,Captain Phillips,"true stori captain richard phillip 2009 hijack somali pirat us-flag mv maersk alabama , first american cargo ship hijack two hundr years.act drama thrillertom hank catherin keener max martinip u l g r e e n g r"
35056,Date Night,"phil clair foster fear mild-mann relationship may fall stale rut . weekli date night , dinner reserv lead mistaken coupl thiev – number unsavouri charact want phil clair killed.comedytina fey steve carel mark wahlberg h w n l e v"
24,Kill Bill: Vol. 1,"assassin shot altar ruthless employ , bill member assassin circl – 'the bride ' live plot vengeanc . set payback , make death list hunt wrong , save bill last.act crimeuma thurman luci liu vivica a. foxq u e n n r n n"
1729,The Forbidden Kingdom,"american teenag obsess hong kong cinema kung-fu classic make extraordinari discoveri chinatown pawnshop : legendari stick weapon chines sage warrior , monkey king . lost relic hand , teenag unexpectedli find travel back ancient china join crew warrior martial art lore danger quest free imprison monkey king.act adventur fantasyjacki chan jet li michael angaranor b n k f f"
8818,Evita,"hit music base life evita duart , b-movi argentinian actress eventu becam wife argentinian presid dictat juan perón , belov hate woman argentina.histori drama musicmadonna antonio bandera jonathan prycea l n p r k e r"
116149,Paddington,"young peruvian bear passion thing british travel london search home . find lost alon paddington station , begin realiz citi life imagin - meet kindli brown famili , read label around neck ( 'pleas look bear . thank . ' ) offer temporari . look though luck chang rarest bear catch eye museum taxidermist ... famili comedynicol kidman peter capaldi ben whishawp u l k n g"
13260,Semi-Pro,"jacki moon owner , promot , coach , star player flint michigan tropic american basketbal associ ( aba ) . 1976 aba collaps , nation basketbal associ ( nba ) plan merg best team aba end season . top four team make move worst team fold . tropic worst team leagu want make nba , jacki moon must ralli team start win . problem fact jacki moon realli coach star basketbal player think . keep team oblivion leav mark citi , jacki moon must inspir team win fourth place playoffs.comedywil ferrel maura tierney woodi harrelsonk e n l e r n"
3580,Changeling,"christin collin overjoy kidnap son brought back home . christin suspect boy return n't child , polic captain commit asylum.crim drama mysteryangelina joli jeffrey donovan john malkovichc l n e w"
19724,Imagine That,"financi execut ca n't stop career downspir invit daughter 's imaginari world , solut problem await.comedyeddi murphi thoma haden church yara shahidik r e k r k p r c k"
42297,Burlesque,"burlesqu loung best day behind . tess , retir dancer owner venu , struggl keep age theater aliv , face kind financi artist challeng . loung 's troup member becom increasingli distract person problem threat come wealthi businessman 's quest buy spot tess , good fortun seem abandon club altogeth . meanwhil , life ali , small-town girl iowa , chang dramat . hire tess waitress loung , ali escap hollow past quickli fall love art burlesqu . back newfound friend amongst theater 's crew , manag fulfil dream stage . thing take dramat turn though ali 's big voic make becom main attract revuedrama romancech christina aguilera eric dane e v e n n"
